video,obsNum,regular,critical,score,timeStart,timeEnd,Player,context,htn,inflection,abstractLabel,causeLabel,questionLabel,0.892,effectLabel,reasonWhyQuestionLabel,qWord,qPhrase,auxVerb,actionVerb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,11,0,1,50,12:27,12:23,blue,,informNavigation,yes,collaborateTeamNavigation,agreeLocation,informNavigation,0,answerTeamNavigation,not asking or wanting feedback so inform is a better label,inflection,inflection,nil,move,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,12,0,2,100,11:32,11:28,red,criticals in threat room,clearLocation,no,collaborateTeamEnter,criticalThreatRoom,clarifyInformationThreatroom,1,confirmThreatRoomEnter,clarifying what he thinks is a threatroom that he wants to enter any way,should,should_I,should,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,13,0,2,100,11:09,11:02,red,,collaborateVictim,no,collaborateCriticalRescue,rescueCriticalThreatRoom,suggestCarryVictim,1,confirmCarryVictim,,why,whyDon't,don't,grab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,14,0,2,100,10:14,10:10,red,,initiateCommitment,no,wakeCritical,noticeCriticalRoom,requestDestination,1,agreeDestinationTeammate,"teammate doesn't modify anything. remove it.

loren's primitive == salena's abstract, therefore agree.",can,canYou,can,come,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,15,0,2,100,9:47,9:45,red,,initiateCommitment,no,wakeCritical,noticeCriticalRoom,requestDestination,1,agreeDestinationTeammate,"teammate doesn't modify anything. remove it.

loren's primitive == salena's abstract, therefore agree.",can,canYou,can,come,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,16,0,3,150,8:29,8:28,blue,,clarifySomething,yes,noticeCriticalRoom,informSelfLocation,clarifyLocation,1,confirmLocation,confirm is the response and not the clarification. if used to verify then use clarify for the action and confirm for the effect,inflection,okay,nil,nil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,17,0,3,150,8:14,8:12,red,,initiateCommitment,no,includeTeammate,noAnnotatedCause,askTeammateStatus,1,answerStatusVictim,,how,howAre,do,do,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,18,0,4,200,7:54,7:52,red,,askInformation,no,collaborateStabilizedvictimCarry,answerStatusVictim,askLocationTeammate,1,suggestNavigationTeammate,,where,whereAre,nil,are,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,19,2,6,320,4:49,4:44,red,,askInformation,no,shareUniqueKnowledge,noticeUniqueKnowledge,askUniqueKnowledge,1,answerUniqueKnowledge,to subsume all over labels here since granularity does not matter in this context.,who,WhoIs,can,tell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,20,2,6,320,4:23,4:21,green,,askInformation,no,clarifyRequestTeammate,requestUniqueKnowledge,askInformationVictim,1,confirmUniqueKnowledge,"Both levels are correct for both labels, so I am calling this agreement.
Salena more abstract than Loren label.",do,doYou,do,need,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,21,2,6,320,3:56,3:53,red,,initiateCommitment,no,implyBreakRubble,noticeRubbleLocation,suggestLocationRubble,1,askRequestTeammate,"This is another example of different labels and calling it agreement; this is about ambiguity works for a phrase that has two different, independent and correct pieces of information; two independent annotators who correctly capture these two pieces of information, but the labels do not match. It is through the abstraction level that we can connect the two labels to create one label that captures both sets of data:label

suggestLocationRubble",if,ifYou,can,know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,22,2,6,320,3:46,3:44,blue,,initiateCommitment,no,implyBreakRubble,informTeammateRubble,clarifyDestinationRequest,1,confirmRubbleRequest,"Because I labeled the cause label about Rubble and becuase I labeled the abstractin level as implyBreakRubble, together it justifies clarifyRequestTeammate. 

However, there is an unspoken understanding that since rubble was spoken about, the engineer may assume that it was spoken as a request for breaking rubble. Therefore he is asking if he should go to that same location.

Location is a goal, so the label should be Destination. 
Global Replacement--> Destination==Destination
Global Replacement --> Destination==Destination

Both verbs are asking, both nouns and modifiers result from asking medic what he wants to be done about the rubble and this is conditioned on the assumption that since the engineer is asking this question, that the idea of destination with the mention of rubble is to meet a request for arriving, with the abstraction level of breaking some rubble at that location and no other location or destination.",do,doYou,do,want,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,23,2,6,320,3:05,3:00,red,,askInformation,no,breakRubbleLocation,shareCriticalLocation,askRubbleLocation,1,answerSelf,asking if rubble noticed by engineer,did,didYou,did,look,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,24,4,6,340,1:36,1:33,red,,askInformation,no,clearCriticalArea,informCriticalRoom,clarifyLocationVictim,1,confirmLocationVictim,"location instead of area; if share or inform in cause and clarify or location or room or victim in label or mission or information in label, then question label is clarifyLocationVictim",are,areThere,,are,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,25,5,6,340,0:40,0:38,red,,collaborateVictim,yes,collaborateCarryStabilized,carryStabilizedVictim,requestCarryVictim,1,carryStabilizedVictim,"Dont' care about role specifics in this domain or research question. therefore, agree.",want,youWant,want,take,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,1,0,0,0,16:15,16:10,red,,askInformation,no,prioritizeCriticalLocation,shareLocationRoom,clarifyLocationVictim,1,shareLocationVictim,"if 'meeting' keyword and 'share' in cause and 'location' or 'room' in cause, and 'ask' or 'clarify' in questionLabel and 'victim' or 'mission' in question label, then the question label will be 'clarifyLocationVictim.' Rule is at 100%",what,whatMeeting,nil,have,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,2,0,0,0,15:51,15:47,red,,clarifySomething,no,prioritizeCriticalLocation,shareLocationVictim,clarifyLocationVictim,1,confirmLocationVictim,"if 'meeting' keyword and 'share' in cause and 'location' or 'room' in cause, and 'ask' or 'clarify' in questionLabel and 'victim' or 'mission' in question label, then the question label will be 'clarifyLocationVictim.' Rule is at 100%",can,canYou,can,repeat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,3,0,0,0,15:47,15:44,red,,askInformation,no,collaborateNavigate,shareLocationVictim,clarifyLocationVictim,1,confirmLocationVictim,"if share or inform in cause and clarify or location or room or victim in label or mission or information in label, then question label is clarifyLocationVictim",what,youSaid,nil,said,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,4,0,0,0,15:18,15:16,red,,askInformation,no,prioritizeCriticalLocation,shareLocationVictim,clarifyLocationVictim,1,answerLocationVictim,"if 'meeting' keyword and 'share' in cause and 'location' or 'room' in cause, and 'ask' or 'clarify' in questionLabel and 'victim' or 'mission' in question label, then the question label will be 'clarifyLocationVictim.' Rule is at 100%",were,wereAny,were,cancel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,5,0,0,0,14:33,14:31,blue,not necessarily a question but a seeking for approval with inflection at the end,initiateCommitment,no,collaborateNavigate,shareCriticalLocation,prioritizeNavigatePlan,1,confirmCriticalPriority,different levels of granularity where ,if,ifYou,are,okay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,6,0,0,0,14:18,14:08,red,transporter finished his question for him since he took a long time in ask,initiateCommitment,no,collaborateCriticalPriority,prioritizeCriticalVictim,requestDestination,1,informCriticalLocation,,can,canYou,can,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,7,0,0,0,13:54,13:51,red,inflection at 'move on',initiateCommitment,no,suggestNavigationTeammate,noticeRoomVictim,suggestNavigationTeammate,1,prioritizeCriticalNavigation,,if,ifYou,want,move,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,8,0,1,50,13:11,13:10,blue,,clarifySomething,yes,collaborateCriticalWake,noticeCritical,clarifyCriticalRoom,1,confirmCriticalRoom,"location instead of area. If area or location in utterance, use location, not room. If room number specified, use room. If series of rooms, use location.",inflection,inflection,nil,nil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,9,0,1,50,13:09,13:08,red,,initiateCommitment,no,collaborateCriticalWake,noticeCritical,requestDestination,1,confirmDestination,"teammate doesn't modify anything. remove it.

loren's primitive == salena's abstract, therefore agree.",can,canYou,can,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,10,0,1,50,13:07,13:04,blue,,initiateCommitment,no,collaborateCriticalWake,noticeCriticalRoom,requestDestination,1,confirmDestination,"teammate doesn't modify anything. remove it.

loren's primitive == salena's abstract, therefore agree.",can,canYou,can,come,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,11,0,2,100,12:17,12:16,blue,,initiateCommitment,no,askPlanStatus,prioritizeCarryStatus,askCarryStatus,1,answerCarryStatus,"in context, the 'things' talked about were carrying victims, not the overall plan",how,howAre,do,look,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
